['0.0', '13916872.0', '1.0', '2.6993476562499996']
['0.0', '13918301.0', '1.0', '2.7000454101562497']
['0.0', '13918336.0', '1.0', '2.7000625000000005']
['0.0', '13918680.0', '1.0', '2.70023046875']
['0.0', '13918238.0', '1.0', '2.7000146484375005']
['0.0', '13917326.0', '1.0', '2.6995693359375004']
['0.0', '13917141.0', '1.0', '2.6994790039062497']
['0.0', '13918389.0', '1.0', '2.7000883789062504']
['0.0', '13916975.0', '1.0', '2.69939794921875']
['0.0', '13918149.0', '1.0', '2.6999711914062496']
['0.0', '13918945.0', '1.0', '2.7003598632812498']
['0.0', '13918519.0', '1.0', '2.70015185546875']
['0.0', '13917104.0', '1.0', '2.6994609375000005']
['0.0', '13918608.0', '1.0', '2.7001953125']
['0.0', '13917685.0', '1.0', '2.6997446289062497']
['0.0', '13917265.0', '1.0', '2.6995395507812496']
['0.0', '13916882.0', '1.0', '2.6993525390624997']
['0.0', '13917989.0', '1.0', '2.6998930664062497']
['0.0', '13917065.0', '1.0', '2.69944189453125']
['0.0', '13917674.0', '1.0', '2.6997392578125003']
['0.0', '13919713.0', '1.0', '2.70073486328125']
['0.0', '13916529.0', '1.0', '2.69918017578125']
['0.0', '13918950.0', '1.0', '2.7003623046875003']
['0.0', '13916093.0', '1.0', '2.6989672851562503']
['0.0', '13916982.0', '1.0', '2.6994013671875']
['0.0', '13917130.0', '1.0', '2.6994736328125004']
['0.0', '13917051.0', '1.0', '2.6994350585937497']
['0.0', '13917918.0', '1.0', '2.6998583984374998']
['0.0', '13916328.0', '1.0', '2.6990820312499997']
['0.0', '13917312.0', '1.0', '2.6995625']
['0.0', '13918104.0', '1.0', '2.6999492187500005']
['0.0', '13917114.0', '1.0', '2.6994658203124997']
['0.0', '13916559.0', '1.0', '2.6991948242187505']
['0.0', '13917815.0', '1.0', '2.69980810546875']
['0.0', '13917533.0', '1.0', '2.6996704101562496']
['0.0', '13917122.0', '1.0', '2.6994697265624996']
['0.0', '13916996.0', '1.0', '2.6994082031250004']
['0.0', '13916083.0', '1.0', '2.69896240234375']
['0.0', '13918103.0', '1.0', '2.6999487304687504']
['0.0', '13917131.0', '1.0', '2.6994741210937496']
['0.0', '13917005.0', '1.0', '2.6994125976562504']
['0.0', '13917830.0', '1.0', '2.6998154296875']
['0.0', '13917460.0', '1.0', '2.6996347656250004']
['0.0', '13918411.0', '1.0', '2.70009912109375']
['20.0', '13915862', '2.0', '2.6988544921875004']
['20.0', '13919159', '2.0', '2.7004643554687497']
['20.0', '13916331', '2.0', '2.69908349609375']
['20.0', '13917953', '2.0', '2.6998754882812497']
['20.0', '13916075', '2.0', '2.6989584960937503']
['20.0', '13915665', '2.0', '2.6987583007812503']
['20.0', '13917417', '2.0', '2.6996137695312497']
['20.0', '13916790', '2.0', '2.6993076171875003']
['20.0', '13918244', '2.0', '2.700017578125']
['20.0', '13917432', '2.0', '2.6996210937500003']
['20.0', '13916962', '2.0', '2.6993916015624997']
['20.0', '13916599', '2.0', '2.69921435546875']
['20.0', '13918591', '2.0', '2.70018701171875']
['20.0', '13918811', '2.0', '2.7002944335937498']
['20.0', '13916476', '2.0', '2.699154296875']
['20.0', '13917463', '2.0', '2.69963623046875']
['20.0', '13917949', '2.0', '2.69987353515625']
['20.0', '13918278', '2.0', '2.7000341796875']
['20.0', '13917140', '2.0', '2.6994785156249996']
['20.0', '13917870', '2.0', '2.6998349609375003']
['20.0', '13916972', '2.0', '2.699396484375']
['20.0', '13917686', '2.0', '2.6997451171874998']
['20.0', '13917587', '2.0', '2.6996967773437497']
['20.0', '13916136', '2.0', '2.69898828125']
['20.0', '13917207', '2.0', '2.69951123046875']
['20.0', '13916000', '2.0', '2.698921875']
['20.0', '13917946', '2.0', '2.6998720703125']
['20.0', '13917243', '2.0', '2.69952880859375']
['20.0', '13918062', '2.0', '2.6999287109375']
['20.0', '13915182', '2.0', '2.6985224609375003']
['20.0', '13917073', '2.0', '2.69944580078125']
['20.0', '13918149', '2.0', '2.6999711914062496']
['20.0', '13916206', '2.0', '2.6990224609375']
['20.0', '13918382', '2.0', '2.7000849609374997']
['20.0', '13917262', '2.0', '2.6995380859375']
['20.0', '13919204', '2.0', '2.700486328125']
['20.0', '13917817', '2.0', '2.6998090820312504']
['20.0', '13917117', '2.0', '2.69946728515625']
['20.0', '13919259', '2.0', '2.70051318359375']
['20.0', '13919504', '2.0', '2.7006328125000003']
['20.0', '13919171', '2.0', '2.70047021484375']
['20.0', '13920942', '2.0', '2.7013349609375004']
['20.0', '13918000', '2.0', '2.6998984375']
['20.0', '13919729', '2.0', '2.7007426757812505']
['20.0', '13919928', '2.0', '2.70083984375']
['20.0', '13919130', '2.0', '2.7004501953125004']
['20.0', '13920752', '2.0', '2.7012421875']
['20.0', '13920307', '2.0', '2.7010249023437503']
['20.0', '13920694', '2.0', '2.7012138671874997']
['20.0', '13919194', '2.0', '2.7004814453124997']
['20.0', '13919112', '2.0', '2.7004414062500004']
['20.0', '13920919', '2.0', '2.70132373046875']
['20.0', '13919631', '2.0', '2.7006948242187496']
['20.0', '13919788', '2.0', '2.700771484375']
['20.0', '13921681', '2.0', '2.70169580078125']
['20.0', '13921128', '2.0', '2.70142578125']
['20.0', '13921888', '2.0', '2.7017968750000003']
['20.0', '13919247', '2.0', '2.7005073242187496']
['20.0', '13921224', '2.0', '2.70147265625']
['20.0', '13918312', '2.0', '2.70005078125']
['20.0', '13920445', '2.0', '2.7010922851562498']
['20.0', '13920854', '2.0', '2.7012919921875005']
['20.0', '13918766', '2.0', '2.7002724609374997']
['20.0', '13920718', '2.0', '2.7012255859375003']
['20.0', '13917431', '2.0', '2.69962060546875']
['20.0', '13920229', '2.0', '2.7009868164062505']
['20.0', '13918552', '2.0', '2.7001679687499998']
['20.0', '13920748', '2.0', '2.7012402343749997']
['20.0', '13921344', '2.0', '2.7015312500000004']
['20.0', '13920866', '2.0', '2.7012978515625']
['20.0', '13921634', '2.0', '2.7016728515625']
['20.0', '13919209', '2.0', '2.7004887695312503']
['20.0', '13922188', '2.0', '2.701943359375']
['20.0', '13919460', '2.0', '2.7006113281250004']
['20.0', '13920675', '2.0', '2.7012045898437504']
['20.0', '13919308', '2.0', '2.7005371093750004']
['20.0', '13920977', '2.0', '2.7013520507812503']
['20.0', '13919097', '2.0', '2.70043408203125']
['20.0', '13918613', '2.0', '2.7001977539062505']
['20.0', '13922752', '2.0', '2.70221875']
['20.0', '13919563', '2.0', '2.70066162109375']
['20.0', '13922298', '2.0', '2.7019970703125002']
['20.0', '13919692', '2.0', '2.7007246093750004']
['20.0', '13919252', '2.0', '2.700509765625']
['20.0', '13920692', '2.0', '2.7012128906250004']
['20.0', '13920304', '2.0', '2.7010234375']
['20.0', '13920881', '2.0', '2.7013051757812496']
['20.0', '13918680', '2.0', '2.70023046875']
['20.0', '13921143', '2.0', '2.70143310546875']
['20.0', '13919882', '2.0', '2.7008173828124997']
['20.0', '13919459', '2.0', '2.7006108398437503']
['20.0', '13919686', '2.0', '2.7007216796874998']
['20.0', '13919903', '2.0', '2.70082763671875']
['20.0', '13921783', '2.0', '2.7017456054687496']
['20.0', '13920586', '2.0', '2.7011611328125005']
['20.0', '13921728', '2.0', '2.7017187500000004']
['20.0', '13920714', '2.0', '2.7012236328125']
['20.0', '13922096', '2.0', '2.7018984374999997']
['20.0', '13917564', '2.0', '2.699685546875']
['20.0', '13920708', '2.0', '2.701220703125']
['20.0', '13918287', '2.0', '2.70003857421875']
['20.0', '13919491', '2.0', '2.70062646484375']
['20.0', '13919937', '2.0', '2.70084423828125']
['20.0', '13920320', '2.0', '2.7010312499999998']
['20.0', '13920681', '2.0', '2.70120751953125']
['20.0', '13919942', '2.0', '2.7008466796875004']
['20.0', '13920084', '2.0', '2.7009160156250003']
['20.0', '13918556', '2.0', '2.700169921875']
['40.0', '13920095', '3.0', '2.7009213867187505']
['40.0', '13919969', '3.0', '2.7008598632812504']
['40.0', '13921156', '3.0', '2.7014394531250003']
['40.0', '13921630', '3.0', '2.7016708984375004']
['40.0', '13919117', '3.0', '2.70044384765625']
['40.0', '13920844', '3.0', '2.7012871093750004']
['40.0', '13922304', '3.0', '2.702']
['40.0', '13920669', '3.0', '2.70120166015625']
['40.0', '13921071', '3.0', '2.70139794921875']
['40.0', '13920176', '3.0', '2.7009609374999997']
['40.0', '13921583', '3.0', '2.70164794921875']
['40.0', '13920002', '3.0', '2.7008759765625']
['40.0', '13920935', '3.0', '2.7013315429687497']
['40.0', '13921163', '3.0', '2.70144287109375']
['40.0', '13921370', '3.0', '2.7015439453125003']
['40.0', '13920055', '3.0', '2.70090185546875']
['40.0', '13920224', '3.0', '2.700984375']
['40.0', '13921198', '3.0', '2.7014599609375']
['40.0', '13921745', '3.0', '2.7017270507812503']
['40.0', '13921325', '3.0', '2.7015219726562503']
['40.0', '13921502', '3.0', '2.7016083984375']
['40.0', '13919962', '3.0', '2.7008564453124997']
['40.0', '13921445', '3.0', '2.7015805664062498']
['40.0', '13921574', '3.0', '2.7016435546875']
['40.0', '13921572', '3.0', '2.701642578125']
['40.0', '13920219', '3.0', '2.7009819335937504']
['40.0', '13920527', '3.0', '2.70113232421875']
['40.0', '13921690', '3.0', '2.7017001953125']
['40.0', '13920772', '3.0', '2.7012519531250003']
['40.0', '13921285', '3.0', '2.70150244140625']
['40.0', '13919995', '3.0', '2.7008725585937503']
['40.0', '13921043', '3.0', '2.7013842773437498']
['40.0', '13920361', '3.0', '2.7010512695312503']
['40.0', '13920644', '3.0', '2.701189453125']
['40.0', '13920463', '3.0', '2.70110107421875']
['40.0', '13920008', '3.0', '2.70087890625']
['40.0', '13920833', '3.0', '2.70128173828125']
['40.0', '13921816', '3.0', '2.7017617187500003']
['40.0', '13920553', '3.0', '2.70114501953125']
['40.0', '13920310', '3.0', '2.7010263671874997']
['40.0', '13920877', '3.0', '2.70130322265625']
['40.0', '13920678', '3.0', '2.7012060546875']
['40.0', '13919887', '3.0', '2.70081982421875']
['40.0', '13919995', '3.0', '2.7008725585937503']
['40.0', '13921065', '3.0', '2.70139501953125']
['40.0', '13921258', '3.0', '2.7014892578125']
['40.0', '13919769', '3.0', '2.70076220703125']
['40.0', '13921382', '3.0', '2.7015498046874997']
['40.0', '13920667', '3.0', '2.7012006835937497']
['40.0', '13920271', '3.0', '2.7010073242187502']
['40.0', '13920818', '3.0', '2.7012744140625005']
['40.0', '13919561', '3.0', '2.7006606445312498']
['40.0', '13921276', '3.0', '2.701498046875']
['40.0', '13920041', '3.0', '2.7008950195312504']
['40.0', '13921049', '3.0', '2.7013872070312503']
['40.0', '13919366', '3.0', '2.7005654296875']
['40.0', '13920656', '3.0', '2.7011953125000003']
['40.0', '13922112', '3.0', '2.7019062500000004']
['40.0', '13919521', '3.0', '2.7006411132812502']
['40.0', '13921143', '3.0', '2.70143310546875']
['40.0', '13920095', '3.0', '2.7009213867187505']
['40.0', '13920483', '3.0', '2.70111083984375']
['40.0', '13919654', '3.0', '2.7007060546875']
['40.0', '13919730', '3.0', '2.7007431640624997']
['40.0', '13920134', '3.0', '2.7009404296875']
['40.0', '13920215', '3.0', '2.70097998046875']
['40.0', '13921251', '3.0', '2.70148583984375']
['40.0', '13919677', '3.0', '2.7007172851562498']
['40.0', '13921603', '3.0', '2.7016577148437504']
['40.0', '13921371', '3.0', '2.7015444335937504']
['40.0', '13921292', '3.0', '2.7015058593749997']
['40.0', '13921434', '3.0', '2.7015751953125005']
['40.0', '13920182', '3.0', '2.7009638671875003']
['40.0', '13920842', '3.0', '2.7012861328125']
['40.0', '13920062', '3.0', '2.7009052734375']
['40.0', '13920820', '3.0', '2.7012753906249998']
['40.0', '13921664', '3.0', '2.7016875000000002']
['40.0', '13921918', '3.0', '2.7018115234374998']
['40.0', '13920399', '3.0', '2.7010698242187496']
['40.0', '13921312', '3.0', '2.701515625']
['40.0', '13919773', '3.0', '2.7007641601562504']
['40.0', '13920916', '3.0', '2.7013222656250004']
['40.0', '13921624', '3.0', '2.70166796875']
['40.0', '13919777', '3.0', '2.70076611328125']
['40.0', '13921090', '3.0', '2.7014072265625']
['40.0', '13919681', '3.0', '2.70071923828125']
['40.0', '13921721', '3.0', '2.7017153320312497']
['40.0', '13920354', '3.0', '2.7010478515625005']
['40.0', '13920873', '3.0', '2.7013012695312497']
['40.0', '13920912', '3.0', '2.7013203125']
['40.0', '13920213', '3.0', '2.70097900390625']
['40.0', '13922907', '3.0', '2.7022944335937504']
['40.0', '13921288', '3.0', '2.70150390625']
['40.0', '13920888', '3.0', '2.7013085937500003']
['40.0', '13923048', '3.0', '2.7023632812500002']
['40.0', '13921563', '3.0', '2.70163818359375']
['40.0', '13919993', '3.0', '2.70087158203125']
['40.0', '13921241', '3.0', '2.70148095703125']
['40.0', '13920717', '3.0', '2.70122509765625']
['40.0', '13920669', '3.0', '2.70120166015625']
['40.0', '13920377', '3.0', '2.70105908203125']
['40.0', '13921994', '3.0', '2.7018486328125']
['40.0', '13920748', '3.0', '2.7012402343749997']
['40.0', '13920311', '3.0', '2.7010268554687498']
['40.0', '13921946', '3.0', '2.7018251953125']
['40.0', '13920746', '3.0', '2.7012392578125004']
['40.0', '13920622', '3.0', '2.7011787109374996']
['40.0', '13920951', '3.0', '2.7013393554687504']
['40.0', '13920896', '3.0', '2.7013125000000002']
['40.0', '13921755', '3.0', '2.7017319335937504']
['40.0', '13920864', '3.0', '2.7012968749999997']
['40.0', '13922092', '3.0', '2.701896484375']
['40.0', '13921970', '3.0', '2.7018369140625005']
['40.0', '13919711', '3.0', '2.7007338867187505']
['40.0', '13920682', '3.0', '2.7012080078125003']
['40.0', '13920858', '3.0', '2.7012939453125']
['40.0', '13921784', '3.0', '2.7017460937499997']
['40.0', '13919661', '3.0', '2.70070947265625']
['40.0', '13919442', '3.0', '2.7006025390625004']
['40.0', '13918575', '3.0', '2.7001791992187503']
['60.0', '13921206', '4.0', '2.7014638671875']
['60.0', '13923762', '4.0', '2.7027119140625']
['60.0', '13919731', '4.0', '2.70074365234375']
['60.0', '13922039', '4.0', '2.7018706054687502']
['60.0', '13921114', '4.0', '2.7014189453124997']
['60.0', '13921530', '4.0', '2.7016220703125002']
['60.0', '13921531', '4.0', '2.7016225585937503']
['60.0', '13922249', '4.0', '2.70197314453125']
['60.0', '13922273', '4.0', '2.7019848632812504']
['60.0', '13923464', '4.0', '2.70256640625']
['60.0', '13921688', '4.0', '2.70169921875']
['60.0', '13921827', '4.0', '2.7017670898437505']
['60.0', '13921102', '4.0', '2.7014130859375003']
['60.0', '13921497', '4.0', '2.7016059570312496']
['60.0', '13919965', '4.0', '2.70085791015625']
['60.0', '13921554', '4.0', '2.7016337890625']
['60.0', '13922228', '4.0', '2.7019628906250004']
['60.0', '13921519', '4.0', '2.70161669921875']
['60.0', '13921295', '4.0', '2.70150732421875']
['60.0', '13920509', '4.0', '2.70112353515625']
['60.0', '13917755', '4.0', '2.6997788085937504']
['60.0', '13921024', '4.0', '2.7013749999999996']
['60.0', '13915877', '4.0', '2.69886181640625']
['60.0', '13920174', '4.0', '2.7009599609375003']
['60.0', '13917220', '4.0', '2.6995175781250005']
['60.0', '13919050', '4.0', '2.7004111328125004']
['60.0', '13922143', '4.0', '2.70192138671875']
['60.0', '13919184', '4.0', '2.7004765625000005']
['60.0', '13922149', '4.0', '2.7019243164062496']
['60.0', '13919464', '4.0', '2.70061328125']
['60.0', '13921143', '4.0', '2.70143310546875']
['60.0', '13921400', '4.0', '2.7015585937499997']
['60.0', '13918785', '4.0', '2.70028173828125']
['60.0', '13921098', '4.0', '2.7014111328125']
['60.0', '13919223', '4.0', '2.70049560546875']
['60.0', '13921535', '4.0', '2.70162451171875']
['60.0', '13920765', '4.0', '2.7012485351562496']
['60.0', '13918328', '4.0', '2.7000585937499997']
['60.0', '13921726', '4.0', '2.7017177734375']
['60.0', '13918786', '4.0', '2.7002822265625']
['60.0', '13920848', '4.0', '2.7012890625']
['60.0', '13920576', '4.0', '2.7011562500000004']
['60.0', '13920562', '4.0', '2.7011494140625']
['60.0', '13920683', '4.0', '2.7012084960937504']
['60.0', '13919106', '4.0', '2.7004384765625']
['60.0', '13919926', '4.0', '2.7008388671874997']
['60.0', '13920471', '4.0', '2.7011049804687497']
['60.0', '13922597', '4.0', '2.70214306640625']
['60.0', '13921562', '4.0', '2.7016376953125']
['60.0', '13917119', '4.0', '2.69946826171875']
['60.0', '13923601', '4.0', '2.70263330078125']
['60.0', '13916750', '4.0', '2.6992880859375']
['60.0', '13920360', '4.0', '2.70105078125']
['60.0', '13917981', '4.0', '2.69988916015625']
['60.0', '13919314', '4.0', '2.7005400390625']
['60.0', '13918947', '4.0', '2.70036083984375']
['60.0', '13917469', '4.0', '2.6996391601562504']
['60.0', '13921589', '4.0', '2.70165087890625']
['60.0', '13917430', '4.0', '2.6996201171875']
['60.0', '13920241', '4.0', '2.70099267578125']
['60.0', '13921118', '4.0', '2.7014208984375']
['60.0', '13919298', '4.0', '2.7005322265625002']
['60.0', '13921485', '4.0', '2.70160009765625']
['60.0', '13918519', '4.0', '2.70015185546875']
['60.0', '13921598', '4.0', '2.7016552734375']
['60.0', '13919921', '4.0', '2.70083642578125']
['60.0', '13919982', '4.0', '2.7008662109375']
['60.0', '13919580', '4.0', '2.700669921875']
['60.0', '13919555', '4.0', '2.70065771484375']
['60.0', '13920598', '4.0', '2.7011669921875']
['60.0', '13918903', '4.0', '2.70033935546875']
['60.0', '13920924', '4.0', '2.7013261718750003']
['60.0', '13921387', '4.0', '2.70155224609375']
['60.0', '13919694', '4.0', '2.7007255859374997']
['60.0', '13921080', '4.0', '2.70140234375']
['60.0', '13920576', '4.0', '2.7011562500000004']
['60.0', '13921620', '4.0', '2.7016660156250003']
['60.0', '13918605', '4.0', '2.7001938476562497']
['60.0', '13922719', '4.0', '2.7022026367187504']
['60.0', '13919515', '4.0', '2.7006381835937496']
['60.0', '13919925', '4.0', '2.7008383789062504']
['60.0', '13920858', '4.0', '2.7012939453125']
['60.0', '13919876', '4.0', '2.700814453125']
['60.0', '13921325', '4.0', '2.7015219726562503']
['60.0', '13919686', '4.0', '2.7007216796874998']
['60.0', '13921803', '4.0', '2.70175537109375']
['60.0', '13920277', '4.0', '2.70101025390625']
['60.0', '13920027', '4.0', '2.70088818359375']
['60.0', '13920052', '4.0', '2.7009003906249998']
['60.0', '13920819', '4.0', '2.7012749023437497']
['60.0', '13920025', '4.0', '2.7008872070312497']
['60.0', '13921110', '4.0', '2.7014169921875']
['60.0', '13921081', '4.0', '2.70140283203125']
['60.0', '13920060', '4.0', '2.7009042968749997']
['60.0', '13919187', '4.0', '2.70047802734375']
['60.0', '13919916', '4.0', '2.7008339843750004']
['60.0', '13920208', '4.0', '2.7009765625']
['60.0', '13921156', '4.0', '2.7014394531250003']
['60.0', '13919719', '4.0', '2.7007377929687504']
['60.0', '13921256', '4.0', '2.7014882812499996']
['60.0', '13920327', '4.0', '2.7010346679687505']
['60.0', '13920060', '4.0', '2.7009042968749997']
['60.0', '13921036', '4.0', '2.701380859375']
['60.0', '13919881', '4.0', '2.7008168945312496']
['60.0', '13921439', '4.0', '2.70157763671875']
['60.0', '13919726', '4.0', '2.7007412109375']
['60.0', '13918908', '4.0', '2.7003417968749996']
['60.0', '13920669', '4.0', '2.70120166015625']
['60.0', '13918801', '4.0', '2.7002895507812497']
['60.0', '13920329', '4.0', '2.70103564453125']
['60.0', '13920537', '4.0', '2.70113720703125']
['60.0', '13921676', '4.0', '2.7016933593749997']
['60.0', '13920918', '4.0', '2.7013232421874998']
['60.0', '13920147', '4.0', '2.7009467773437503']
['60.0', '13920423', '4.0', '2.7010815429687502']
['80.0', '13919318', '5.0', '2.7005419921875005']
['80.0', '13917409', '5.0', '2.6996098632812497']
['80.0', '13918456', '5.0', '2.70012109375']
['80.0', '13919195', '5.0', '2.7004819335937498']
['80.0', '13917405', '5.0', '2.6996079101562502']
['80.0', '13919504', '5.0', '2.7006328125000003']
['80.0', '13917400', '5.0', '2.6996054687499997']
['80.0', '13920668', '5.0', '2.7012011718749998']
['80.0', '13919277', '5.0', '2.70052197265625']
['80.0', '13919851', '5.0', '2.70080224609375']
['80.0', '13920089', '5.0', '2.70091845703125']
['80.0', '13921139', '5.0', '2.7014311523437504']
['80.0', '13920213', '5.0', '2.70097900390625']
['80.0', '13921827', '5.0', '2.7017670898437505']
['80.0', '13919287', '5.0', '2.70052685546875']
['80.0', '13921862', '5.0', '2.7017841796875004']
['80.0', '13920847', '5.0', '2.70128857421875']
['80.0', '13920802', '5.0', '2.7012666015624998']
['80.0', '13920972', '5.0', '2.701349609375']
['80.0', '13921536', '5.0', '2.701625']
['80.0', '13922663', '5.0', '2.70217529296875']
['80.0', '13921267', '5.0', '2.70149365234375']
['80.0', '13922892', '5.0', '2.702287109375']
['80.0', '13922481', '5.0', '2.70208642578125']
['80.0', '13922131', '5.0', '2.7019155273437496']
['80.0', '13922102', '5.0', '2.7019013671875003']
['80.0', '13921364', '5.0', '2.7015410156249997']
['80.0', '13922228', '5.0', '2.7019628906250004']
['80.0', '13920683', '5.0', '2.7012084960937504']
['80.0', '13921345', '5.0', '2.7015317382812505']
['80.0', '13921502', '5.0', '2.7016083984375']
['80.0', '13920157', '5.0', '2.7009516601562504']
['80.0', '13921539', '5.0', '2.7016264648437502']
['80.0', '13920279', '5.0', '2.70101123046875']
['80.0', '13921673', '5.0', '2.7016918945312502']
['80.0', '13920360', '5.0', '2.70105078125']
['80.0', '13922773', '5.0', '2.7022290039062504']
['80.0', '13922276', '5.0', '2.701986328125']
['80.0', '13922166', '5.0', '2.7019326171875004']
['80.0', '13923369', '5.0', '2.70252001953125']
['80.0', '13920886', '5.0', '2.7013076171875']
['80.0', '13924078', '5.0', '2.7028662109374997']
['80.0', '13921764', '5.0', '2.7017363281250004']
['80.0', '13924533', '5.0', '2.7030883789062496']
['80.0', '13922105', '5.0', '2.7019028320312497']
['80.0', '13920983', '5.0', '2.70135498046875']
['80.0', '13922363', '5.0', '2.7020288085937505']
['80.0', '13920309', '5.0', '2.7010258789062505']
['80.0', '13922820', '5.0', '2.7022519531249998']
['80.0', '13921217', '5.0', '2.70146923828125']
['80.0', '13922885', '5.0', '2.70228369140625']
['80.0', '13922242', '5.0', '2.7019697265625']
['80.0', '13922712', '5.0', '2.7021992187499997']
['80.0', '13922308', '5.0', '2.7020019531250004']
['80.0', '13921452', '5.0', '2.7015839843750005']
['80.0', '13923108', '5.0', '2.702392578125']
['80.0', '13921842', '5.0', '2.7017744140625']
['80.0', '13922338', '5.0', '2.7020166015625']
['80.0', '13922858', '5.0', '2.7022705078125']
['80.0', '13921212', '5.0', '2.7014667968749997']
['80.0', '13921671', '5.0', '2.70169091796875']
['80.0', '13922115', '5.0', '2.70190771484375']
['80.0', '13922300', '5.0', '2.7019980468750004']
['80.0', '13922708', '5.0', '2.702197265625']
['80.0', '13922228', '5.0', '2.7019628906250004']
['80.0', '13921725', '5.0', '2.70171728515625']
['80.0', '13922599', '5.0', '2.70214404296875']
['80.0', '13921361', '5.0', '2.7015395507812503']
['80.0', '13922142', '5.0', '2.7019208984375']
['80.0', '13921438', '5.0', '2.7015771484375']
['80.0', '13920759', '5.0', '2.70124560546875']
['80.0', '13922210', '5.0', '2.7019541015625004']
['80.0', '13921671', '5.0', '2.70169091796875']
['80.0', '13922514', '5.0', '2.7021025390625004']
['80.0', '13921338', '5.0', '2.7015283203125']
['80.0', '13922231', '5.0', '2.70196435546875']
['80.0', '13922104', '5.0', '2.7019023437500005']
['80.0', '13920895', '5.0', '2.70131201171875']
['80.0', '13922666', '5.0', '2.7021767578125004']
['80.0', '13921274', '5.0', '2.7014970703124996']
['80.0', '13921879', '5.0', '2.7017924804687503']
['80.0', '13921091', '5.0', '2.70140771484375']
['80.0', '13921902', '5.0', '2.7018037109375']
['80.0', '13921850', '5.0', '2.7017783203125']
